41.696707,-72.755959
41.696691,-72.755879
41.696678,-72.755803
41.696668,-72.75574
41.696659,-72.75569
41.696651,-72.755657
41.696818,-72.755381
41.696868,-72.755358
41.696916,-72.75532
41.696973,-72.755285
41.697039,-72.755253
41.697096,-72.755216
41.69714,-72.75518
41.697178,-72.755156
41.697207,-72.755129
41.697226,-72.755124
41.697242,-72.75511
41.697266,-72.755118
41.697294,-72.755103
41.69733,-72.755092
41.697377,-72.755084
41.697432,-72.755068
41.697497,-72.755042
41.697563,-72.75502
41.697625,-72.754993
41.697686,-72.754966
41.697749,-72.754957
41.697817,-72.754952
41.697866,-72.75493
41.697902,-72.754909
41.697923,-72.754898
41.697943,-72.754909
41.697949,-72.754917
41.697949,-72.754916
41.697961,-72.754914
41.697982,-72.75494
41.697995,-72.754957
41.697997,-72.755005
41.697988,-72.755055
41.697978,-72.755116
41.697963,-72.75518
41.697947,-72.755244
41.697932,-72.755307
41.697922,-72.755367
41.697913,-72.755454
41.697907,-72.755544
41.697903,-72.755642
41.697892,-72.755736
41.697885,-72.755842
41.697878,-72.75594
41.697867,-72.756028
41.697843,-72.756102
41.69782,-72.75616
41.697793,-72.756211
41.697747,-72.756254
41.697709,-72.756293
41.69764,-72.756311
41.697583,-72.756325
41.697538,-72.756338
41.69748,-72.756341
41.697429,-72.756319
41.697401,-72.756298
41.697376,-72.756279
41.697348,-72.756268
41.697324,-72.756263
41.697315,-72.756265
41.697311,-72.756266
41.697302,-72.75627
41.697289,-72.756281
41.697271,-72.756286
41.69725,-72.756315
41.697244,-72.756348
41.697243,-72.756385
41.697243,-72.756413
41.697241,-72.756441
41.69724,-72.756465
41.697245,-72.756473
41.697248,-72.756483
41.697249,-72.756491
41.697257,-72.756509
41.697263,-72.75653
41.697273,-72.75657
41.697282,-72.75661
41.697339,-72.756622
41.697431,-72.756576
41.697518,-72.756559
41.697611,-72.756543
41.697712,-72.756528
41.697815,-72.756506
41.697915,-72.756486
41.698012,-72.756466
41.698105,-72.756446
41.698187,-72.756422
41.698274,-72.756406
41.69835,-72.756382
41.698419,-72.756367
41.698476,-72.75635
41.698524,-72.756329
41.698569,-72.756314
41.698615,-72.756302
41.698664,-72.756288
41.698711,-72.756265
41.698764,-72.756243
41.698825,-72.756216
41.698876,-72.756182
41.698929,-72.756153
41.698993,-72.756148
41.699055,-72.75619
41.699083,-72.756238
41.699092,-72.756322
41.699107,-72.756411
41.699097,-72.756525
41.699089,-72.756649
41.699081,-72.756771
41.699061,-72.757048
41.699045,-72.757192
41.699017,-72.75735
41.699006,-72.757518
41.698985,-72.757686
41.698973,-72.757857
41.698943,-72.758045
41.698909,-72.758239
41.698867,-72.758425
41.698822,-72.758627
41.698782,-72.758808
41.698745,-72.758985
41.698729,-72.759163
41.6987,-72.759339
41.698684,-72.759511
41.69865,-72.759678
41.698617,-72.759848
41.698588,-72.760027
41.69855,-72.76019
41.69852,-72.760348
41.698483,-72.7605
41.698439,-72.760652
41.698377,-72.760809
41.698311,-72.760953
41.698242,-72.761089
41.698152,-72.761213
41.698051,-72.761326
41.697929,-72.761415
41.697789,-72.761478
41.697661,-72.761525
41.69751,-72.761538
41.69737,-72.761555
41.697226,-72.761572
41.697105,-72.761571
41.697024,-72.761566
41.696975,-72.761557
41.696964,-72.761558
41.696939,-72.76156
41.696906,-72.761564
41.696858,-72.76157
41.696799,-72.76158
41.696716,-72.76159
41.696627,-72.761614
41.696514,-72.761633
41.69641,-72.761685
41.696308,-72.761752
41.696181,-72.761821
41.696056,-72.761895
41.69592,-72.761988
41.695798,-72.762113
41.6957,-72.762298
41.695608,-72.762469
41.695515,-72.762638
41.695429,-72.762815
41.695351,-72.763001
41.6953,-72.763206
41.695264,-72.763411
41.695232,-72.763603
41.695205,-72.763783
41.695178,-72.763953
41.695144,-72.76411
41.695119,-72.764256
41.695095,-72.764366
41.695087,-72.764456
41.695094,-72.764516
41.695104,-72.76455
41.69511,-72.76456
41.695117,-72.764559
41.695119,-72.764555
41.695119,-72.764552
41.695131,-72.764551
41.695137,-72.764546
41.695146,-72.764544
41.695159,-72.76454
41.69516,-72.764538
41.695163,-72.764534
41.695158,-72.764525
41.695163,-72.764518
41.695174,-72.76451
41.695175,-72.764511
41.695177,-72.764509
41.69518,-72.764511
41.695183,-72.764509
41.695187,-72.764512
41.695186,-72.76453
41.69518,-72.764557
41.695159,-72.764593
41.695133,-72.764629
41.695098,-72.76466
41.695063,-72.764675
41.695007,-72.764673
41.694934,-72.764667
41.694845,-72.764641
41.694755,-72.764613
41.694659,-72.764587
41.694561,-72.764572
41.69446,-72.764554
41.694365,-72.764542
41.694267,-72.764524
41.694172,-72.76451
41.694082,-72.764489
41.694001,-72.764481
41.693926,-72.764468
41.693849,-72.764452
41.69379,-72.764437
41.693744,-72.764434
41.693711,-72.764426
41.6937,-72.764428
41.693688,-72.764427
41.693682,-72.764427
41.693649,-72.764411
41.69341,-72.76432
41.693345,-72.764312
41.693278,-72.764316
41.693215,-72.764314
41.693162,-72.764313
41.693119,-72.764316
41.693073,-72.764308
41.693023,-72.764297
41.692963,-72.764291
41.692896,-72.764276
41.69284,-72.764257
41.692792,-72.76423
41.692744,-72.764208
41.69272,-72.764182
41.692716,-72.764185
41.692704,-72.764196
41.692691,-72.764206
41.692681,-72.764212
41.692669,-72.764215
41.692664,-72.764209
41.692653,-72.76421
41.692656,-72.764195
41.692652,-72.764191
41.692642,-72.764185
41.692639,-72.764178
41.692636,-72.764169
41.692642,-72.764168
41.692639,-72.764173
41.692639,-72.76418
41.692634,-72.764187
41.692635,-72.764186
41.692629,-72.764187
41.692625,-72.764188
41.692623,-72.764189
41.692624,-72.764192
41.692625,-72.764186
41.692634,-72.764176
41.692635,-72.764174
41.692637,-72.764172
41.692639,-72.764169
41.692642,-72.764169
41.692639,-72.764173
41.692632,-72.764173
41.692631,-72.764165
41.69263,-72.764165
41.692636,-72.764165
41.692628,-72.764165
41.692627,-72.764161
41.692637,-72.764155
41.69264,-72.764148
41.692643,-72.764137
41.692647,-72.764123
41.692644,-72.764115
41.692643,-72.764106
41.69264,-72.764095
41.69264,-72.764084
41.692636,-72.764081
41.692643,-72.764071
41.69264,-72.764069
41.692636,-72.764071
41.692642,-72.764069
41.692645,-72.764069
41.692644,-72.764072
41.692651,-72.764064
41.692647,-72.764063
41.692638,-72.76407
41.69264,-72.764065
41.692641,-72.764062
41.692637,-72.764062
41.692631,-72.764056
41.69264,-72.764046
41.692649,-72.76404
41.692656,-72.76404
41.692657,-72.764038
41.692649,-72.764042
